OUI	Manufacturer	Registry	Short_Name	Registered_Date	Sources
8C:1F:64:1F:50/36	NanoThings Inc.	MA-L	NanoThings		Wireshark
8C:1F:64:1F:70/36	Sicon srl	MA-L	Sicon		Wireshark
8C:1F:64:1F:90/36	TelecomWadi	MA-L	TelecomWadi		Wireshark
8C:1F:64:1F:A0/36	YDIIT Co., Ltd.	MA-L	YDIIT		Wireshark
8C:1F:64:1F:C0/36	Yu Heng Electric CO. TD	MA-L	YuHengElectr		Wireshark
8C:1F:64:1F:E0/36	Burk Technology	MA-L	BurkTechnolo		Wireshark
8C:1F:64:1F:F0/36	ReCar LLC DBA Slate Auto	MA-L	ReCarDBASlat		Wireshark
8C:1F:64:20:10/36	Hiwin Mikrosystem Corp.	MA-L	HiwinMikrosy		Wireshark
8C:1F:64:20:30/36	ENTOSS Co.,Ltd	MA-L	ENTOSS		Wireshark
8C:1F:64:20:40/36	castcore	MA-L	castcore		Wireshark
8C:1F:64:20:50/36	Anuvu AB	MA-L	Anuvu		Wireshark
8C:1F:64:20:60/36	Kryfs Technologies Private Limited	MA-L	KryfsTechnol		Wireshark
8C:1F:64:20:80/36	Sichuan AnSphere Technology Co. Ltd.	MA-L	SichuanAnSph		Wireshark
8C:1F:64:20:A0/36	Oriux	MA-L	Oriux		Wireshark
8C:1F:64:20:C0/36	Shanghai Stairmed Technology Co.,ltd	MA-L	StairmedTech		Wireshark
8C:1F:64:20:D0/36	Grossenbacher Systeme AG	MA-L	Grossenbache		Wireshark
8C:1F:64:20:E0/36	Alpha Bridge Technologies Private Limited	MA-L	AlphaBridgeT		Wireshark
8C:1F:64:20:F0/36	Dave Srl	MA-L	Dave		Wireshark
8C:1F:64:21:00/36	Trunexa Inc	MA-L	Trunexa		Wireshark
8C:1F:64:21:10/36	Bipom Electronics, Inc.	MA-L	BipomElectro		Wireshark
8C:1F:64:21:20/36	Svms	MA-L	Svms		Wireshark
8C:1F:64:21:50/36	XLOGIC srl	MA-L	XLOGIC		Wireshark
8C:1F:64:21:60/36	Hiwin Mikrosystem Corp.	MA-L	HiwinMikrosy		Wireshark
8C:1F:64:21:80/36	Symphony Interactive Inc	MA-L	SymphonyInte		Wireshark
8C:1F:64:21:90/36	Guangzhou Desam Audio Co.,Ltd	MA-L	GuangzhouDes		Wireshark
8C:1F:64:21:A0/36	Exicom Technologies India Pvt. Ltd.	MA-L	ExicomTechno		Wireshark
8C:1F:64:21:C0/36	LLC "EMS-Expert"	MA-L	LLCEMSExpert		Wireshark
8C:1F:64:21:E0/36	The Bionetics Corporation	MA-L	Bionetics		Wireshark
8C:1F:64:22:10/36	Yuansiang Optoelectronics Co.,Ltd.	MA-L	YuansiangOpt		Wireshark
8C:1F:64:22:30/36	Loonson Technology Corporation Limited	MA-L	LoonsonTechn		Wireshark
8C:1F:64:22:40/36	PHB Eletronica Ltda.	MA-L	PHBEletronic		Wireshark
8C:1F:64:22:60/36	Colossus Computing, Inc.	MA-L	ColossusComp		Wireshark
8C:1F:64:22:70/36	Digilens	MA-L	Digilens		Wireshark
8C:1F:64:22:80/36	Shenzhen Chuanxin Micro Technology Co., Ltd	MA-L	ChuanxinMicr		Wireshark
8C:1F:64:22:D0/36	Kaysons Electricals Private Limited	MA-L	KaysonsElect		Wireshark
8C:1F:64:22:E0/36	Jide Car Rastreamento e Monitoramento LTDA	MA-L	JideCarRastr		Wireshark
8C:1F:64:23:10/36	Shenzhen zhushida Technology lnformation Co.,Ltd	MA-L	zhushidaTech		Wireshark
8C:1F:64:23:20/36	Monnit Corporation	MA-L	Monnit		Wireshark
8C:1F:64:23:30/36	Tcl Operations Polska Sp. Z O.O.	MA-L	TclOperation		Wireshark
8C:1F:64:23:50/36	Marson Technology Co., Ltd.	MA-L	MarsonTechno		Wireshark
8C:1F:64:23:70/36	MB connect line GmbH	MA-L	MBconnectlin		Wireshark
8C:1F:64:23:90/36	Shekel Scales 2008 Ltd	MA-L	ShekelScales		Wireshark
8C:1F:64:23:D0/36	Mokila Networks Pvt Ltd	MA-L	MokilaNetwor		Wireshark
8C:1F:64:23:E0/36	Quantum Blockchains Sp. z o.o.	MA-L	QuantumBlock		Wireshark
8C:1F:64:24:00/36	HuiTong intelligence Company	MA-L	HuiTongintel		Wireshark
8C:1F:64:24:20/36	Giordano Controls Spa	MA-L	GiordanoCont		Wireshark
8C:1F:64:24:40/36	Hutchison Drei Austria Gmbh	MA-L	HutchisonDre		Wireshark
8C:1F:64:24:60/36	Oriux	MA-L	Oriux		Wireshark
8C:1F:64:24:70/36	Dadhwal Weighing Instrument Repairing Works	MA-L	DadhwalWeigh		Wireshark
8C:1F:64:24:80/36	Terragene	MA-L	Terragene		Wireshark
8C:1F:64:24:90/36	Tex Computer Srl	MA-L	TexComputer		Wireshark
8C:1F:64:24:A0/36	Suzhou Nihone Electronic Technology Co.,Ltd.	MA-L	SuzhouNihone		Wireshark
8C:1F:64:24:C0/36	Shenzhen Link-All Technolgy Co., Ltd	MA-L	LinkAllTechn		Wireshark
8C:1F:64:24:D0/36	Xi'An Jiaoda Kaida New Technology Co.Ltd	MA-L	XiAnJiaodaKa		Wireshark
8C:1F:64:24:E0/36	YUYAMA MFG Co.,Ltd	MA-L	YUYAMAMFG		Wireshark
8C:1F:64:25:00/36	Accurate Optoelectronics Pvt. Ltd.	MA-L	AccurateOpto		Wireshark
8C:1F:64:25:10/36	Watchdog Systems	MA-L	Watchdog		Wireshark
8C:1F:64:25:20/36	TYT Electronics CO., LTD	MA-L	TYTElectroni		Wireshark
8C:1F:64:25:40/36	Zhuhai Yunzhou Intelligence Technology Ltd.	MA-L	ZhuhaiYunzho		Wireshark
8C:1F:64:25:60/36	Landinger	MA-L	Landinger		Wireshark
8C:1F:64:25:70/36	Four Bars Design	MA-L	FourBarsDesi		Wireshark
8C:1F:64:25:90/36	SHODEN Co., Ltd.	MA-L	SHODEN		Wireshark
8C:1F:64:25:A0/36	Wuhan Xingtuxinke ELectronic Co.,Ltd	MA-L	XingtuxinkeE		Wireshark
8C:1F:64:25:C0/36	TimeMachines Inc.	MA-L	TimeMachines		Wireshark
8C:1F:64:25:D0/36	mpsonic	MA-L	mpsonic		Wireshark
8C:1F:64:25:E0/36	R2Sonic, LLC	MA-L	R2Sonic		Wireshark
8C:1F:64:25:F0/36	Acuris Inc	MA-L	Acuris		Wireshark
8C:1F:64:26:00/36	E-alarms	MA-L	Ealarms		Wireshark
8C:1F:64:26:10/36	TargaSystem S.r.L.	MA-L	TargaSystem		Wireshark
8C:1F:64:26:30/36	EPC Power Corporation	MA-L	EPCPower		Wireshark
8C:1F:64:26:40/36	BR. Voss Ingenjörsfirma AB	MA-L	BRVossIngenj		Wireshark
8C:1F:64:26:60/36	Guardian Controls International Ltd	MA-L	GuardianCont		Wireshark
8C:1F:64:26:70/36	Karl DUNGS GmbH & Co. KG	MA-L	KarlDUNGS		Wireshark
8C:1F:64:26:80/36	Astro Machine Corporation	MA-L	AstroMachine		Wireshark
8C:1F:64:26:90/36	Sicon srl	MA-L	Sicon		Wireshark
8C:1F:64:26:B0/36	Profcon AB	MA-L	Profcon		Wireshark
8C:1F:64:26:C0/36	Diatech co.,ltd.	MA-L	Diatech		Wireshark
8C:1F:64:26:E0/36	Koizumi Lighting Technology Corp.	MA-L	KoizumiLight		Wireshark
8C:1F:64:26:F0/36	QUISS GmbH	MA-L	QUISS		Wireshark
8C:1F:64:27:00/36	Xi‘an Hangguang Satellite and Control Technology Co.,Ltd	MA-L	Xi‘anHanggua		Wireshark
8C:1F:64:27:10/36	Wuhan YiValley Opto-electric technology Co.,Ltd	MA-L	YiValleyOpto		Wireshark
8C:1F:64:27:20/36	Comminent Pvt Ltd	MA-L	Comminent		Wireshark
8C:1F:64:27:30/36	Distran AG	MA-L	Distran		Wireshark
8C:1F:64:27:40/36	Invixium Access Inc	MA-L	InvixiumAcce		Wireshark
8C:1F:64:27:50/36	IDA North America Inc.	MA-L	IDANorthAmer		Wireshark
8C:1F:64:27:70/36	Shenzhen Angstrom Excellence Technology Co., Ltd	MA-L	AngstromExce		Wireshark
8C:1F:64:27:A0/36	Rudolf Riester GmbH	MA-L	RudolfRieste		Wireshark
8C:1F:64:27:B0/36	Oriux	MA-L	Oriux		Wireshark
8C:1F:64:27:C0/36	Tactical Blue Space Ventures LLC	MA-L	TacticalBlue		Wireshark
8C:1F:64:27:D0/36	Pneumax Spa	MA-L	Pneumax		Wireshark
8C:1F:64:27:F0/36	Whizz Systems Inc.	MA-L	Whizz		Wireshark
8C:1F:64:28:00/36	Heitec Ag	MA-L	Heitec		Wireshark
8C:1F:64:28:10/36	Nvp Teco Ltd	MA-L	NvpTeco		Wireshark
8C:1F:64:28:50/36	Smart Tech Inc	MA-L	SmartTech		Wireshark
8C:1F:64:28:60/36	i2s	MA-L	i2s		Wireshark
8C:1F:64:28:80/36	Vision Systems Safety Tech	MA-L	VisionSafety		Wireshark
8C:1F:64:28:90/36	Craft4 Digital GmbH	MA-L	Craft4Digita		Wireshark
8C:1F:64:28:A0/36	Arcopie	MA-L	Arcopie		Wireshark
8C:1F:64:28:B0/36	Power Electronics Espana, S.L.	MA-L	PowerElectro		Wireshark
8C:1F:64:28:C0/36	Sakura Seiki Co.,Ltd.	MA-L	SakuraSeiki		Wireshark
8C:1F:64:28:D0/36	AVA Monitoring AB	MA-L	AVAMonitorin		Wireshark
8C:1F:64:28:F0/36	MDA SatConn UK	MA-L	MDASatConnUK		Wireshark
8C:1F:64:29:00/36	Ubiq Technologies International Ltd	MA-L	UbiqTechnolo		Wireshark
8C:1F:64:29:10/36	Jiangsu Ruidong Electric Power Technology Co.,Ltd	MA-L	JiangsuRuido		Wireshark
8C:1F:64:29:20/36	Gogo Business Aviation	MA-L	GogoBusiness		Wireshark
8C:1F:64:29:30/36	Landis+Gyr Equipamentos de Medição Ltda	MA-L	LandisGyrEqu		Wireshark
8C:1F:64:29:40/36	nanoTRONIX Computing Inc.	MA-L	nanoTRONIXCo		Wireshark
8C:1F:64:29:50/36	Ophir Manufacturing Solutions Pte Ltd	MA-L	OphirManufac		Wireshark
8C:1F:64:29:60/36	Roog zhi tong Technology(Beijing) Co.,Ltd	MA-L	RoogzhitongT		Wireshark
8C:1F:64:29:70/36	IGEMA GmbH	MA-L	IGEMA		Wireshark
8C:1F:64:29:80/36	Megger Germany GmbH	MA-L	MeggerGerman		Wireshark
8C:1F:64:29:90/36	Integer.pl S.A.	MA-L	Integerpl		Wireshark
8C:1F:64:29:A0/36	Power Electronics Espana, S.L.	MA-L	PowerElectro		Wireshark
8C:1F:64:29:B0/36	TT electronics integrated manufacturing services (Suzhou) Limited	MA-L	TTelectronic		Wireshark
8C:1F:64:29:C0/36	Thales Nederland BV	MA-L	ThalesNederl		Wireshark
8C:1F:64:29:D0/36	Automata GmbH & Co. KG	MA-L	Automata		Wireshark
8C:1F:64:29:E0/36	AD Parts, S.L.	MA-L	ADPartsSL		Wireshark
8C:1F:64:29:F0/36	Nagtech Llc	MA-L	Nagtech		Wireshark
8C:1F:64:2A:00/36	Connected Development	MA-L	ConnectedDev		Wireshark
8C:1F:64:2A:10/36	Pantherun Technologies Pvt Ltd	MA-L	PantherunTec		Wireshark
8C:1F:64:2A:20/36	Serap	MA-L	Serap		Wireshark
8C:1F:64:2A:30/36	NSK Co.,Ltd.	MA-L	NSK		Wireshark
8C:1F:64:2A:40/36	YUYAMA MFG Co.,Ltd	MA-L	YUYAMAMFG		Wireshark
8C:1F:64:2A:50/36	Nonet Inc	MA-L	Nonet		Wireshark
8C:1F:64:2A:60/36	Radiation Solutions Inc.	MA-L	RadiationSol		Wireshark
8C:1F:64:2A:70/36	aelettronica group srl	MA-L	aelettronica		Wireshark
8C:1F:64:2A:80/36	SHALARM SECURITY Co.,LTD	MA-L	SHALARMSECUR		Wireshark
8C:1F:64:2A:90/36	Elbit Systems of America, LLC	MA-L	ElbitAmerica		Wireshark
8C:1F:64:2A:A0/36	Xi'an Singularity Energy Co., Ltd.	MA-L	XianSingular		Wireshark
8C:1F:64:2A:C0/36	Dco Systems Ltd	MA-L	Dco		Wireshark
8C:1F:64:2A:D0/36	Sugihara Software and Electron Industry	MA-L	SugiharaSoft		Wireshark
8C:1F:64:2A:F0/36	A-Best Co.,Lid.	MA-L	ABestLid		Wireshark
8C:1F:64:2B:10/36	U -Mei-Dah Int'L Enterprise Co.,Ltd.	MA-L	UMeiDahIntLE		Wireshark
8C:1F:64:2B:20/36	Infosoft Digital Design and Services P L	MA-L	InfosoftDigi		Wireshark
8C:1F:64:2B:40/36	Sonel S.A.	MA-L	Sonel		Wireshark
8C:1F:64:2B:60/36	Stercom Power Solutions GmbH	MA-L	StercomPower		Wireshark
8C:1F:64:2B:80/36	Veinland GmbH	MA-L	Veinland		Wireshark
8C:1F:64:2B:90/36	Ultrasonic Engineering Co., Ltd.	MA-L	UltrasonicEn		Wireshark
8C:1F:64:2B:B0/36	Chakra Technology Ltd	MA-L	ChakraTechno		Wireshark
8C:1F:64:2B:C0/36	DEUTA Werke GmbH	MA-L	DEUTAWerke		Wireshark
8C:1F:64:2B:F0/36	Gogo Business Aviation	MA-L	GogoBusiness		Wireshark
8C:1F:64:2C:00/36	Tieline Research Pty Ltd	MA-L	TielineResea		Wireshark
8C:1F:64:2C:20/36	Tex Computer Srl	MA-L	TexComputer		Wireshark
8C:1F:64:2C:30/36	TeraDiode / Panasonic	MA-L	TeraDiodePan		Wireshark
8C:1F:64:2C:40/36	Xylon	MA-L	Xylon		Wireshark
8C:1F:64:2C:50/36	Sysn	MA-L	Sysn		Wireshark
8C:1F:64:2C:60/36	YUYAMA MFG Co.,Ltd	MA-L	YUYAMAMFG		Wireshark
8C:1F:64:2C:70/36	Contralto Audio Srl	MA-L	ContraltoAud		Wireshark
8C:1F:64:2C:80/36	BRS Sistemas Eletrônicos	MA-L	BRSSistemasE		Wireshark
8C:1F:64:2C:B0/36	Smart Component Technologies Ltd	MA-L	SmartCompone		Wireshark
8C:1F:64:2C:C0/36	SBS SpA	MA-L	SBS		Wireshark
8C:1F:64:2C:D0/36	Taiwan Vtron	MA-L	TaiwanVtron		Wireshark
8C:1F:64:2C:E0/36	E2 Nova Corporation	MA-L	E2Nova		Wireshark
8C:1F:64:2D:00/36	Cambridge Research Systems Ltd	MA-L	CambridgeRes		Wireshark
8C:1F:64:2D:50/36	J&J Philippines Corporation	MA-L	J&JPhilippin		Wireshark
8C:1F:64:2D:60/36	Techtuit Co.,Ltd.	MA-L	Techtuit		Wireshark
8C:1F:64:2D:80/36	CONTROL SYSTEMS Srl	MA-L	CONTROL		Wireshark
8C:1F:64:2D:A0/36	AT-Automation Technology GmbH	MA-L	ATAutomation		Wireshark
8C:1F:64:2D:C0/36	TimeMachines Inc.	MA-L	TimeMachines		Wireshark
8C:1F:64:2D:D0/36	Flextronics International Kft	MA-L	FlextronicsI		Wireshark
8C:1F:64:2D:E0/36	Polar Bear Design	MA-L	PolarBearDes		Wireshark
8C:1F:64:2D:F0/36	Ubotica Technologies	MA-L	UboticaTechn		Wireshark
8C:1F:64:2E:20/36	Mark Roberts Motion Control	MA-L	MarkRobertsM		Wireshark
8C:1F:64:2E:30/36	Erba Lachema s.r.o.	MA-L	ErbaLachemas		Wireshark
8C:1F:64:2E:40/36	Vision Systems Safety Tech	MA-L	VisionSafety		Wireshark
8C:1F:64:2E:50/36	GS Elektromedizinsiche Geräte G. Stemple GmbH	MA-L	GSElektromed		Wireshark
8C:1F:64:2E:80/36	Sonora Network Solutions	MA-L	SonoraNetwor		Wireshark
8C:1F:64:2E:C0/36	HD Vision Systems GmbH	MA-L	HDVision		Wireshark
8C:1F:64:2E:E0/36	Qualitrol LLC	MA-L	Qualitrol		Wireshark
8C:1F:64:2E:F0/36	Invisense AB	MA-L	Invisense		Wireshark
8C:1F:64:2F:00/36	Switch Science, Inc.	MA-L	SwitchScienc		Wireshark
8C:1F:64:2F:10/36	DEUTA Werke GmbH	MA-L	DEUTAWerke		Wireshark
8C:1F:64:2F:20/36	Enless Wireless	MA-L	EnlessWirele		Wireshark
8C:1F:64:2F:40/36	Scame Sistemi srl	MA-L	ScameSistemi		Wireshark
8C:1F:64:2F:50/36	Florida R&D Associates LLC	MA-L	FloridaR&DAs		Wireshark
8C:1F:64:2F:60/36	Aether Energy Alliance LLC	MA-L	AetherEnergy		Wireshark
8C:1F:64:2F:70/36	Sealink Technology B.V	MA-L	SealinkTechn		Wireshark
8C:1F:64:2F:90/36	TSS COMPANY s.r.o.	MA-L	TSSsro		Wireshark
8C:1F:64:2F:A0/36	Rfengine Co., Ltd.	MA-L	Rfengine		Wireshark
8C:1F:64:2F:B0/36	MB connect line GmbH Fernwartungssysteme	MA-L	MBconnectlin		Wireshark
8C:1F:64:2F:C0/36	Unimar, Inc.	MA-L	Unimar		Wireshark
8C:1F:64:2F:D0/36	Enestone Corporation	MA-L	Enestone		Wireshark
8C:1F:64:2F:E0/36	VERSITRON, Inc.	MA-L	VERSITRON		Wireshark
8C:1F:64:30:00/36	Abbott Diagnostics Technologies AS	MA-L	AbbottDiagno		Wireshark
8C:1F:64:30:10/36	Agar Corporation Inc.	MA-L	Agar		Wireshark
8C:1F:64:30:30/36	IntelliPlanner Software System India Pvt Ltd	MA-L	IntelliPlann		Wireshark
8C:1F:64:30:40/36	Jemac Sweden AB	MA-L	JemacSweden		Wireshark
8C:1F:64:30:50/36	VivoKey Technologies Inc.	MA-L	VivoKeyTechn		Wireshark
8C:1F:64:30:60/36	Corigine,Inc.	MA-L	Corigine		Wireshark
8C:1F:64:30:80/36	Eon Instrumentation	MA-L	EonInstrumen		Wireshark
8C:1F:64:30:90/36	Mect Srl	MA-L	Mect		Wireshark
8C:1F:64:30:A0/36	XCOM Labs	MA-L	XCOMLabs		Wireshark
8C:1F:64:30:C0/36	Narnix Edge Pvt. Ltd.	MA-L	NarnixEdge		Wireshark
8C:1F:64:30:D0/36	Flextronics International Kft	MA-L	FlextronicsI		Wireshark
8C:1F:64:30:E0/36	Tangent Design Engineering	MA-L	TangentDesig		Wireshark
8C:1F:64:30:F0/36	East Photonics	MA-L	EastPhotonic		Wireshark
8C:1F:64:31:00/36	CrossBar, Inc.	MA-L	CrossBar		Wireshark
8C:1F:64:31:30/36	Sb-Group Ltd	MA-L	SbGroup		Wireshark
8C:1F:64:31:40/36	Cedel BV	MA-L	Cedel		Wireshark
8C:1F:64:31:60/36	Potter Electric Signal Co. LLC	MA-L	PotterElectr		Wireshark
8C:1F:64:31:70/36	Bacancy Systems LLP	MA-L	BacancyLLP		Wireshark
8C:1F:64:31:90/36	Exato Company	MA-L	Exato		Wireshark
8C:1F:64:31:A0/36	Asiga Pty Ltd	MA-L	Asiga		Wireshark
8C:1F:64:31:B0/36	joint analytical systems GmbH	MA-L	jointanalyti		Wireshark
8C:1F:64:31:C0/36	Accumetrics	MA-L	Accumetrics		Wireshark
8C:1F:64:31:D0/36	Tech Mobility Aps	MA-L	TechMobility		Wireshark
8C:1F:64:31:F0/36	STV Electronic GmbH	MA-L	STVElectroni		Wireshark
8C:1F:64:32:00/36	VITREA Smart Home Technologies Ltd.	MA-L	VITREASmartH		Wireshark
8C:1F:64:32:40/36	Kinetic Technologies	MA-L	KineticTechn		Wireshark
8C:1F:64:32:70/36	Deutescher Wetterdienst	MA-L	DeutescherWe		Wireshark
8C:1F:64:32:80/36	Com Video Security Systems Co., Ltd.	MA-L	ComVideoSecu		Wireshark
8C:1F:64:32:90/36	YUYAMA MFG Co.,Ltd	MA-L	YUYAMAMFG		Wireshark
8C:1F:64:32:A0/36	Abb	MA-L	Abb		Wireshark
8C:1F:64:32:B0/36	Shenyang Taihua Technology Co., Ltd.	MA-L	ShenyangTaih		Wireshark
8C:1F:64:32:C0/36	Taiko Audio B.V.	MA-L	TaikoAudio		Wireshark
8C:1F:64:32:E0/36	Trineo Systems Sp. z o.o.	MA-L	TrineoSp		Wireshark
8C:1F:64:32:F0/36	DEUTA Controls GmbH	MA-L	DEUTAControl		Wireshark
8C:1F:64:33:00/36	Vision Systems Safety Tech	MA-L	VisionSafety		Wireshark
8C:1F:64:33:20/36	Nexet Llc	MA-L	Nexet		Wireshark
8C:1F:64:33:40/36	OutdoorLink	MA-L	OutdoorLink		Wireshark
8C:1F:64:33:80/36	Rheingold Heavy LLC	MA-L	RheingoldHea		Wireshark
8C:1F:64:33:C0/36	Hubris Technologies Private Limited	MA-L	HubrisTechno		Wireshark
8C:1F:64:33:D0/36	Arrow (China) Electronics Trading Co., Ltd.	MA-L	ArrowElectro		Wireshark
8C:1F:64:33:F0/36	Lotec Teknoloji Limited Sirketi	MA-L	LotecTeknolo		Wireshark
8C:1F:64:34:00/36	BRS Sistemas Eletrônicos	MA-L	BRSSistemasE		Wireshark
8C:1F:64:34:20/36	TimeMachines Inc.	MA-L	TimeMachines		Wireshark
8C:1F:64:34:30/36	Syscom Instruments SA	MA-L	SyscomInstru		Wireshark
8C:1F:64:34:50/36	Kreafeuer AG, Swiss finsh	MA-L	KreafeuerSwi		Wireshark
8C:1F:64:34:70/36	Plut d.o.o.	MA-L	Plutdoo		Wireshark
8C:1F:64:34:80/36	Breas Medical AB	MA-L	BreasMedical		Wireshark
8C:1F:64:34:90/36	Waves System	MA-L	WavesSystem		Wireshark
8C:1F:64:34:A0/36	Raspberry Pi (Trading) Ltd	MA-L	RaspberryPi		Wireshark
8C:1F:64:34:B0/36	Infrared Inspection Systems	MA-L	InfraredInsp		Wireshark
8C:1F:64:34:C0/36	Kyushu Keisokki Co.,Ltd.	MA-L	KyushuKeisok		Wireshark
8C:1F:64:34:D0/36	biosilver.co.,ltd	MA-L	biosilver		Wireshark
8C:1F:64:34:F0/36	Systec Designs BV	MA-L	SystecDesign		Wireshark
8C:1F:64:35:00/36	biosilver.co.,ltd	MA-L	biosilver		Wireshark
8C:1F:64:35:20/36	Mediashare Ltd	MA-L	Mediashare		Wireshark
8C:1F:64:35:40/36	Paul Tagliamonte	MA-L	PaulTagliamo		Wireshark
8C:1F:64:35:70/36	YUYAMA MFG Co.,Ltd	MA-L	YUYAMAMFG		Wireshark
8C:1F:64:35:80/36	Denso Manufacturing Tennessee	MA-L	DensoManufac		Wireshark
8C:1F:64:35:90/36	Dongguan Ritian Communication Technology Co., Ltd.	MA-L	DongguanRiti		Wireshark
8C:1F:64:35:A0/36	Korea Electric Vehicle Infra Technology	MA-L	KoreaElectri		Wireshark
8C:1F:64:35:C0/36	Opgal Optronic Industries ltd	MA-L	OpgalOptroni		Wireshark
8C:1F:64:35:D0/36	Security&Best	MA-L	Security&Bes		Wireshark
8C:1F:64:35:E0/36	Test21 Taiwan Corp	MA-L	Test21Taiwan		Wireshark
8C:1F:64:36:00/36	SPIE Dürr Austria GmbH	MA-L	SPIEDürrAust		Wireshark
8C:1F:64:36:20/36	Power Electronics Espana, S.L.	MA-L	PowerElectro		Wireshark
8C:1F:64:36:30/36	Grossenbacher Systeme AG	MA-L	Grossenbache		Wireshark
8C:1F:64:36:40/36	Tilak International	MA-L	TilakInterna		Wireshark
8C:1F:64:36:50/36	Vector Technologies, Llc	MA-L	VectorTechno		Wireshark
8C:1F:64:36:60/36	MB connect line GmbH Fernwartungssysteme	MA-L	MBconnectlin		Wireshark
8C:1F:64:36:70/36	LAMTEC Mess- und Regeltechnik für Feuerungen GmbH & Co. KG	MA-L	LAMTECMessun		Wireshark
8C:1F:64:36:80/36	Crosstek Co., Ltd	MA-L	Crosstek		Wireshark
8C:1F:64:36:90/36	Orbital Astronautics Ltd	MA-L	OrbitalAstro		Wireshark
8C:1F:64:36:A0/36	INVENTIS S.r.l.	MA-L	INVENTIS		Wireshark
8C:1F:64:36:B0/36	ViewSonic Corp	MA-L	ViewSonic		Wireshark
8C:1F:64:36:C0/36	Scramble Tools LLC	MA-L	ScrambleTool		Wireshark
8C:1F:64:36:D0/36	Waveband Technologies Pvt Limited	MA-L	WavebandTech		Wireshark
8C:1F:64:36:E0/36	Abbott Diagnostics Technologies AS	MA-L	AbbottDiagno		Wireshark
8C:1F:64:36:F0/36	Sp Manufacturing Pte Ltd	MA-L	SpManufactur		Wireshark
8C:1F:64:37:00/36	WOLF Advanced Technology	MA-L	WOLFAdvanced		Wireshark
8C:1F:64:37:10/36	Limab Ab	MA-L	Limab		Wireshark
8C:1F:64:37:20/36	WINK Streaming	MA-L	WINKStreamin		Wireshark
8C:1F:64:37:30/36	Pin Kuan Technology Co., Ltd.	MA-L	PinKuanTechn		Wireshark
8C:1F:64:37:40/36	Accord Communications Ltd	MA-L	AccordCommun		Wireshark
8C:1F:64:37:50/36	Duevi Srl	MA-L	Duevi		Wireshark
8C:1F:64:37:60/36	DIAS Infrared GmbH	MA-L	DIASInfrared		Wireshark
8C:1F:64:37:70/36	Solotech	MA-L	Solotech		Wireshark
8C:1F:64:37:80/36	spar Power Technologies Inc.	MA-L	sparPowerTec		Wireshark
8C:1F:64:37:A0/36	Getqcall	MA-L	Getqcall		Wireshark
8C:1F:64:37:B0/36	Mitsubishi Electric India Pvt. Ltd.	MA-L	MitsubishiEl		Wireshark
8C:1F:64:37:C0/36	Moiz	MA-L	Moiz		Wireshark
8C:1F:64:37:D0/36	Season Electronics Ltd	MA-L	SeasonElectr		Wireshark
8C:1F:64:37:E0/36	SIDUS Solutions, LLC	MA-L	SIDUSSolutio		Wireshark
8C:1F:64:37:F0/36	Scarlet Tech Co., Ltd.	MA-L	ScarletTech		Wireshark
8C:1F:64:38:00/36	Yslab	MA-L	Yslab		Wireshark
8C:1F:64:38:10/36	TimeMachines Inc.	MA-L	TimeMachines		Wireshark
8C:1F:64:38:20/36	Shenzhen ROLSTONE Technology Co., Ltd	MA-L	ROLSTONETech		Wireshark
8C:1F:64:38:30/36	Urbidermis, S.L. (VAT ESB66435017)	MA-L	UrbidermisSL		Wireshark
8C:1F:64:38:40/36	Tango Tango	MA-L	TangoTango		Wireshark
8C:1F:64:38:50/36	Multilane Inc	MA-L	Multilane		Wireshark
8C:1F:64:38:70/36	Omnivision	MA-L	Omnivision		Wireshark
8C:1F:64:38:80/36	MB connect line GmbH Fernwartungssysteme	MA-L	MBconnectlin		Wireshark
8C:1F:64:38:A0/36	All Points Broadband	MA-L	AllPointsBro		Wireshark
8C:1F:64:38:B0/36	Borrell USA Corp	MA-L	BorrellUSA		Wireshark
8C:1F:64:38:C0/36	Xiamen Zhixiaojin Intelligent Technology Co., Ltd	MA-L	XiamenZhixia		Wireshark
8C:1F:64:38:D0/36	Wilson Electronics	MA-L	WilsonElectr		Wireshark
8C:1F:64:38:E0/36	Wartsila Voyage Oy	MA-L	WartsilaVoya		Wireshark
8C:1F:64:38:F0/36	Unabiz	MA-L	Unabiz		Wireshark
8C:1F:64:39:00/36	SkyLabs d.o.o.	MA-L	SkyLabsdoo		Wireshark
8C:1F:64:39:10/36	Cpc (Uk)	MA-L	Cpc		Wireshark
8C:1F:64:39:20/36	mmc kommunikationstechnologie gmbh	MA-L	mmckommunika		Wireshark
8C:1F:64:39:30/36	Gre System Inc.	MA-L	GreSystem		Wireshark
8C:1F:64:39:40/36	Ceranext Ltd	MA-L	Ceranext		Wireshark
8C:1F:64:39:50/36	Beijing Ceresdata Technology Co., LTD	MA-L	CeresdataTec		Wireshark
8C:1F:64:39:60/36	MixWave, Inc.	MA-L	MixWave		Wireshark
8C:1F:64:39:70/36	Intel Corporate	MA-L	Intel		Wireshark
8C:1F:64:39:80/36	Software Systems Plus	MA-L	SoftwarePlus		Wireshark
8C:1F:64:39:A0/36	Golding Audio Ltd	MA-L	GoldingAudio		Wireshark
8C:1F:64:39:B0/36	Deviceworx Technologies Inc.	MA-L	DeviceworxTe		Wireshark
